(-41.00, 0.04, 35.00)|23.57021
(-1.00, 0.04, -26.00)|20.75299
(-1.00, 0.04, -26.00)|19.35341
(39.00, 0.04, 35.00)|19.32038
(14.00, 0.04, 35.00)|18.8438
(-41.00, 0.04, 35.00)|18.47779
(-1.00, 0.04, 23.83)|18.34635
(39.00, 0.04, 35.00)|18.09991
(27.34, 0.04, 13.67)|18.07292
(-41.00, 0.04, -35.00)|17.58089
(-1.00, 0.04, 23.83)|16.93956
(-41.00, 0.04, -35.00)|16.72822
(-1.00, 0.04, 0.00)|16.57533
(29.90, 0.04, -38.50)|16.49026
(39.00, 0.04, -35.00)|16.40929
(-1.00, 0.04, 0.00)|15.68428
(22.43, 0.04, -26.00)|15.55158
(14.00, 0.04, 7.66)|15.25517
(-40.53, 0.04, 16.67)|14.76719
(-41.00, 0.04, 0.00)|14.40299
(-22.43, 0.04, 24.00)|13.65059
(-40.53, 0.04, -16.67)|13.57144
(11.98, 0.04, -41.00)|13.21058
(22.43, 0.04, 24.00)|13.20521
(-24.33, 0.04, 37.42)|13.03691
(39.00, 0.04, -35.00)|12.8608
(-22.43, 0.04, 24.00)|12.674
(22.43, 0.04, -26.00)|12.58466
(14.00, 0.04, -35.00)|12.49217
(25.16, 0.04, 48.83)|12.46255
(-27.34, 0.04, 13.67)|12.27573
(-27.34, 0.04, -13.67)|12.23604
(-40.53, 0.04, -16.67)|11.95954
(-27.34, 0.04, 13.67)|11.92307
(24.33, 0.04, -37.42)|11.8191
(39.00, 0.04, 0.00)|11.55551
(-16.00, 0.04, 7.66)|11.4894
(29.90, 0.04, -38.50)|11.39095
(-16.00, 0.04, -7.66)|11.30817
(-25.17, 0.04, -49.00)|11.003
(-27.34, 0.04, -13.67)|10.875
(-16.00, 0.04, 7.66)|10.87226
(-16.00, 0.04, -7.66)|10.78011
(27.34, 0.04, -13.67)|10.60861
(14.00, 0.04, 7.66)|10.57573
(22.43, 0.04, 24.00)|10.54472
(40.53, 0.04, 16.67)|10.5255
(-40.53, 0.04, 16.67)|10.01295
(14.00, 0.04, -7.66)|9.702852
(14.00, 0.04, -7.66)|9.683489
(-41.00, 0.04, 0.00)|9.345489
(25.17, 0.04, -49.00)|9.101217
(-22.43, 0.04, -26.00)|8.994761
(-16.00, 0.04, 35.00)|8.213664
(-16.00, 0.04, -35.00)|8.104176
(40.53, 0.04, -16.67)|8.03989
(-48.83, 0.04, -24.90)|7.996868
(29.90, 0.04, 36.50)|7.806014
(11.98, 0.04, -41.00)|7.764535
(-22.43, 0.04, -26.00)|7.323128
(-48.83, 0.04, 24.90)|7.133143
(27.34, 0.04, -13.67)|7.080421
(27.34, 0.04, 13.67)|6.525011
(24.33, 0.04, -37.42)|6.358886
(-11.80, 0.04, -41.00)|5.998947
(14.00, 0.04, -35.00)|5.888468
(24.33, 0.04, 37.42)|5.544795
(-24.33, 0.04, -37.42)|5.515096
(0.00, 0.04, -49.00)|5.268906
(-48.83, 0.04, 0.00)|4.571599
(13.00, 0.04, -1.00)|4.423604
(40.53, 0.04, -16.67)|4.325552
(-16.00, 0.04, 35.00)|4.286698
(-11.80, 0.04, 39.00)|4.143243
(29.90, 0.04, 36.50)|4.015603
(-29.90, 0.04, -38.50)|3.676919
(-13.00, 0.04, -1.00)|3.576002
(-24.33, 0.04, 37.42)|3.204705
(40.53, 0.04, 16.67)|3.089149
(13.00, 0.04, -1.00)|2.38072
(11.98, 0.04, 39.00)|1.761904
(-13.00, 0.04, -1.00)|1.60152
(-29.90, 0.04, 36.50)|1.574743
(-16.00, 0.04, -35.00)|1.006397
(24.33, 0.04, 37.42)|0.9966553
(-29.90, 0.04, -38.50)|0.9559737
(-24.33, 0.04, -37.42)|0.6560603
(48.83, 0.04, 0.00)|0.5966352
(14.00, 0.04, 35.00)|0.2533971
(-25.17, 0.04, 48.83)|0
(0.00, 0.04, 48.83)|0
(48.83, 0.04, 24.90)|0
(48.83, 0.04, -24.90)|0
(-11.80, 0.04, -41.00)|0
(-29.90, 0.04, 36.50)|0
