0|78
0.1267873|77.88973
0.233345|77.67136
0.3581431|77.50666
0.4682033|77.2187
0.5817433|77.0862
0.6846893|76.47572
0.7923134|74.82247
0.900529|73.18963
1.019266|71.4399
1.137905|69.71994
1.247486|68.16563
1.354249|66.68213
1.469256|65.05141
1.586419|62.91683
1.687768|60.89397
1.793162|58.7907
1.903089|56.59731
2.013903|54.38665
2.119863|52.27327
2.23602|49.95705
2.341302|47.8583
2.4571|45.55062
2.558701|43.52661
2.66996|41.31108
2.772611|39.26796
2.874024|37.25053
2.989844|34.94804
3.090821|32.94221
3.202281|30.73037
3.308971|28.61643
3.409934|26.62127
3.518877|24.60028
3.622557|22.80762
3.734778|21.29935
3.843066|20.87257
3.943857|21.44058
4.058308|22.9428
4.175382|24.41989
4.284149|24.67065
4.400409|22.74065
4.503087|20.64857
4.610357|19.3382
4.717478|19.11725
4.829125|20.44031
4.945795|23.07728
5.05473|25.75396
5.159019|27.82969
5.259533|29.19173
5.366065|29.91667
5.468482|30.55814
5.579488|31.33095
5.690263|32.17852
5.792222|33.02158
5.898703|33.96342
6.01006|35.01662
6.128168|36.35513
6.234695|37.64907
6.342379|39.03065
6.44936|40.47116
6.560497|41.98829
6.666629|43.25452
6.774182|44.25001
6.876524|45.14985
6.988254|46.01593
7.095078|46.2026
7.204779|45.79546
7.311155|45.53621
7.419374|45.84674
7.535612|46.27364
7.636714|45.00694
7.740433|42.99652
7.846491|40.88485
7.949025|38.81065
8.057528|36.47167
8.165933|34.28029
8.277294|32.47249
8.383318|31.24179
8.494578|30.24123
8.59752|28.01122
8.705161|24.28358
8.816372|20.4306
8.927629|17.0814
9.035783|14.624
9.141341|14.1141
9.242262|14.45277
9.351222|15.07239
9.455248|15.65032
9.561515|15.51064
9.673192|15.55423
9.788479|16.33996
9.896788|17.67025
10.00219|19.40566
10.11624|21.38186
10.24|24.11047
10.36991|26.36162
10.48308|27.47891
10.58334|28.41933
10.68603|29.39553
10.8077|30.55036
10.92148|31.52204
11.02662|32.45138
11.13704|33.4511
11.24685|34.30243
11.34875|34.47598
11.45179|34.12314
11.55913|33.90435
11.66269|34.18429
11.77054|34.80722
11.87862|33.69751
11.99218|31.59014
12.0989|29.4701
12.20804|27.30529
12.30928|25.33723
12.41992|23.39824
12.52802|21.56242
12.64293|19.6903
12.74517|18.10715
12.85293|16.52518
12.96091|14.71767
13.06172|12.83633
13.17117|10.77207
13.27629|8.842183
13.37724|7.07803
13.48831|5.325393
13.59323|3.817848
13.70307|2.908185
13.8051|2.901544
13.90758|2.856877
14.01173|2.834654
14.12404|2.80507
14.24155|2.798857
14.34922|2.840518
14.45865|2.834293
14.56841|2.825042
14.67488|2.814776
14.78011|2.801506
14.8944|2.813454
15.0009|2.801412
15.11066|2.828749
15.22135|2.827718
15.33019|2.81987
15.43564|2.823005
15.54392|2.825467
15.65388|2.826756
15.75457|2.825958
15.85916|2.818608
15.96904|2.993
16.06985|3.800073
16.18055|5.708641
16.29161|7.921537
16.39567|9.358594
16.50513|9.899142
16.61617|10.48102
16.72386|11.5968
16.83017|13.03899
16.94024|13.91009
17.04064|14.84371
17.14647|15.88496
17.2565|16.97489
17.36692|18.01779
17.47176|18.63153
17.57342|19.21803
17.68411|20.05504
17.78538|20.99204
17.88697|22.06915
17.98747|23.25788
18.09317|24.61667
18.19964|26.06341
18.30914|27.35607
18.4141|28.4051
18.52157|29.47732
18.63051|30.56412
18.74427|31.60131
18.8516|32.53575
18.95962|33.50049
19.07062|34.5098
19.17485|35.07473
19.28383|34.93282
19.39093|34.60286
19.49381|34.56754
19.60209|35.12495
19.712|34.92021
19.81612|33.40786
19.92689|31.20976
20.03391|29.08882
20.1401|26.98729
20.24951|24.91059
20.34973|23.16629
20.47022|21.13017
20.57747|19.40018
20.68592|17.86553
20.79602|17.20342
20.90166|17.2633
21.00821|17.43238
21.10831|17.75678
21.21576|18.31281
21.32421|19.05958
21.43368|19.79749
21.54017|19.21878
21.64677|17.11628
21.75377|13.65941
21.86375|9.502038
21.9709|6.290633
22.07531|5.646563
22.17696|6.698836
22.27885|7.7292
22.38531|8.780441
22.496|9.732097
22.60053|10.71943
22.70379|11.7966
22.81188|13.5751
22.9172|14.73979
23.01757|15.35395
23.12626|16.26644
23.23087|17.3609
23.33806|18.65259
23.44636|20.03676
23.55039|21.26746
23.65897|22.3301
23.76798|23.39454
23.86916|24.38852
23.97886|25.47085
24.08716|26.54288
24.20082|27.64594
24.3092|28.19286
24.41757|28.31535
24.52189|28.6179
24.62363|29.14752
24.73252|30.15943
24.84023|31.29029
24.94339|32.37357
25.04976|33.49066
25.1531|34.57602
25.25495|35.2331
25.36181|34.02184
25.47096|31.99043
25.5778|30.00957
25.68622|28.00223
25.79608|26.03744
25.90313|24.16938
26.00533|22.43259
26.11362|20.63577
26.22513|18.78698
26.32538|16.88239
26.43269|14.82142
26.54049|12.55684
26.65002|8.810835
26.75169|5.382808
26.8562|3.150242
26.96657|3.835382
27.06806|6.364121
27.1789|8.657459
27.28769|10.0462
27.38869|11.04589
27.49679|11.82043
27.60657|12.62112
27.71581|13.66657
27.82707|14.9132
27.93688|15.77213
28.04271|16.43262
28.14641|17.29065
28.25772|18.43808
28.36751|19.76685
28.47164|21.16756
28.57781|22.60226
28.68655|23.77177
28.79099|24.81569
28.9018|25.9234
29.0023|26.92569
29.10319|27.93229
29.21446|28.94346
29.32387|29.89836
29.42737|30.82689
29.53829|31.84207
29.64817|32.41673
29.75349|32.23329
29.85744|31.88566
29.96707|31.84345
30.07592|32.41094
30.18006|32.20787
30.28552|30.69543
30.39583|28.50911
30.49883|26.47076
30.60856|24.40379
30.71875|22.51166
30.82483|20.7512
30.93041|19.07742
31.0412|17.54497
31.14861|16.84137
31.25114|16.78182
31.35977|16.85922
31.46668|17.21695
31.56984|17.76392
31.6782|18.11662
31.78722|17.26098
31.88938|15.64248
31.99866|15.17819
32.10377|16.06525
32.207|17.74524
32.3144|19.35344
32.42322|20.32642
32.53262|21.09103
32.64616|22.06316
32.75303|22.67232
32.86346|23.32545
32.96671|24.03854
33.07507|24.89474
33.1853|25.96739
33.30453|27.27303
33.41535|28.61095
33.52357|30.01363
33.62441|31.38851
33.72961|32.76542
33.83854|33.89573
33.94405|34.94278
34.04774|35.84269
34.1574|36.8046
34.26669|37.77984
34.37045|38.67272
34.47876|39.0639
34.58509|38.7718
34.69347|38.49866
34.79607|38.601
34.90603|39.20621
35.01287|38.52426
35.1234|36.6136
35.23295|34.43696
35.34056|32.30091
35.44431|30.24365
35.55475|28.05755
35.66012|25.98496
35.76785|24.06041
35.86998|22.30112
35.97747|20.51138
36.08457|18.80853
36.18469|17.55226
36.29317|17.08667
36.4002|17.13922
36.50302|17.28322
36.6104|17.70588
36.7202|18.33939
36.83577|18.2413
36.93677|16.82083
37.04381|15.49497
37.15163|15.50302
37.25432|16.75519
37.35811|18.59369
37.46558|20.10493
37.56687|20.95194
37.67664|21.06506
37.7769|21.59148
37.88654|22.16351
37.99517|22.81196
