(15.00, 0.04, -45.00)|25.52768
(34.00, 0.04, -41.00)|25.38217
(39.00, 0.04, -34.00)|25.33729
(-17.00, 0.04, -45.00)|24.67233
(-33.89, 0.04, -38.90)|24.60843
(-38.83, 0.04, -34.00)|24.35764
(4.83, 0.04, -35.19)|20.70791
(-4.83, 0.04, -35.19)|20.62579
(-33.91, 0.04, 41.17)|20.44117
(-4.83, 0.04, -35.19)|20.03631
(-4.83, 0.04, 35.19)|18.93575
(-45.00, 0.04, -17.00)|18.86452
(-15.00, 0.04, 45.00)|18.40618
(4.83, 0.04, 35.19)|17.9713
(-33.91, 0.04, 41.17)|17.72429
(35.19, 0.04, -4.83)|16.66957
(39.00, 0.04, 34.00)|16.52263
(34.00, 0.04, 39.00)|16.3823
(35.19, 0.04, 4.83)|16.31556
(4.83, 0.04, -35.19)|15.9895
(0.00, 0.04, 48.83)|15.57001
(-38.83, 0.04, 34.00)|15.54539
(17.00, 0.04, 45.00)|15.46345
(45.00, 0.04, 15.00)|15.45544
(-48.83, 0.04, 24.90)|14.89089
(-13.14, 0.04, 31.00)|14.64273
(-48.83, 0.04, 0.00)|14.62573
(-45.00, 0.04, 15.00)|14.48797
(0.00, 0.04, 21.00)|14.17941
(45.00, 0.04, -17.00)|14.0202
(-35.19, 0.04, -4.83)|13.71559
(-35.19, 0.04, -4.83)|13.61539
(-35.19, 0.04, 4.83)|13.57936
(24.17, 0.04, -25.83)|12.75242
(-25.83, 0.04, 24.17)|12.5261
(-48.83, 0.04, -24.90)|11.65295
(0.00, 0.04, -21.00)|11.48933
(12.86, 0.04, 29.00)|11.25599
(-21.00, 0.04, 0.00)|10.89861
(35.19, 0.04, -4.83)|10.8671
(-35.19, 0.04, 4.83)|10.70605
(48.83, 0.04, 0.00)|10.48098
(19.00, 0.04, 0.00)|10.44505
(4.83, 0.04, 35.19)|10.368
(-31.00, 0.04, -13.00)|10.3164
(35.19, 0.04, 4.83)|9.470021
(-4.83, 0.04, 35.19)|9.395453
(0.00, 0.04, -49.00)|8.568722
(-25.83, 0.04, -24.17)|8.553418
(25.83, 0.04, 24.17)|8.425843
(-38.83, 0.04, 34.00)|8.131427
(48.83, 0.04, -24.90)|7.949929
(-31.00, 0.04, 13.00)|7.465871
(1.83, 0.04, 0.00)|6.992784
(29.00, 0.04, -13.00)|6.794653
(13.14, 0.04, -31.00)|6.324152
(-12.86, 0.04, -29.00)|6.106862
(-25.17, 0.04, 48.83)|4.902696
(-25.83, 0.04, -24.17)|3.806202
(25.17, 0.04, -49.00)|3.056333
(29.00, 0.04, 13.00)|2.574513
(25.17, 0.04, 48.83)|0
(48.83, 0.04, 24.90)|0
(-25.17, 0.04, -49.00)|0
(-13.14, 0.04, 31.00)|0
(17.00, 0.04, 45.00)|0
(-15.00, 0.04, 45.00)|0
(0.00, 0.04, 21.00)|0
(-31.00, 0.04, 13.00)|0
(-21.00, 0.04, 0.00)|0
(-31.00, 0.04, -13.00)|0
(-12.86, 0.04, -29.00)|0
(25.83, 0.04, 24.17)|0
(-45.00, 0.04, -17.00)|0
(13.14, 0.04, -31.00)|0
(1.83, 0.04, 0.00)|0
(0.00, 0.04, -21.00)|0
(45.00, 0.04, 15.00)|0
(24.17, 0.04, -25.83)|0
(-25.83, 0.04, 24.17)|0
(-45.00, 0.04, 15.00)|0
(45.00, 0.04, -17.00)|0
(12.86, 0.04, 29.00)|0
(34.00, 0.04, 39.00)|0
(34.00, 0.04, -41.00)|0
(15.00, 0.04, -45.00)|0
(19.00, 0.04, 0.00)|0
(29.00, 0.04, -13.00)|0
(-17.00, 0.04, -45.00)|0
(39.00, 0.04, -34.00)|0
(29.00, 0.04, 13.00)|0
(39.00, 0.04, 34.00)|0
(-33.89, 0.04, -38.90)|0
(-38.83, 0.04, -34.00)|0
(-48.83, 0.04, -24.90)|0
(-48.83, 0.04, 24.90)|0
(-48.83, 0.04, 0.00)|0
(0.00, 0.04, 48.83)|0
(-25.17, 0.04, 48.83)|0
(25.17, 0.04, 48.83)|0
