0|78
0.5053501|77.33636
1.012398|74.05196
1.514042|70.04167
2.020473|62.40834
2.520727|52.42387
3.023566|44.34311
3.529482|42.22173
4.037374|38.12138
4.538414|33.93097
5.043331|29.3905
5.545576|26.70662
6.046777|18.16137
6.554152|8.892366
7.062711|4.993431
7.570424|5.828853
8.078587|8.8561
8.578694|11.50348
9.078699|14.00243
9.581535|16.50797
10.08687|17.46254
10.59536|13.84478
11.10347|11.18292
11.60389|5.494064
12.11187|2.89996
12.61194|3.774388
13.12016|8.173636
13.62039|11.07323
14.12876|13.53193
14.63686|15.78616
15.14522|12.28993
15.65342|5.336354
16.15348|5.020011
16.65376|3.005919
17.16187|2.907002
17.67006|7.439578
18.17027|10.47495
18.68118|12.70517
19.18686|12.02158
19.69493|9.083604
20.19527|10.25267
20.7036|11.46335
21.21166|6.663885
21.72001|5.954164
22.22005|8.373825
22.72014|5.826496
23.22334|3.387566
23.72837|4.260137
24.23665|8.273588
24.7368|10.55362
25.24503|12.01379
25.75065|14.63092
26.25329|17.26676
26.75331|19.21164
27.26158|21.57553
27.76185|22.07899
28.26187|21.33767
28.76984|11.15275
29.27013|7.112023
29.77815|12.71084
30.28679|16.02362
30.79481|18.38406
31.29507|15.31205
31.80315|12.6294
32.31152|13.8459
32.81168|9.167974
33.32005|5.873641
33.82813|6.715582
34.32816|3.676559
34.82855|7.86692
35.33667|10.03786
35.84485|12.39521
36.35295|8.743404
36.85304|2.999481
37.35393|7.381088
37.86172|10.90847
38.36972|13.44648
38.86995|10.39612
39.37035|2.997978
39.87798|8.122764
40.38622|9.845201
40.8863|4.462754
41.38637|9.795395
41.88738|3.578073
42.39474|5.295922
42.90305|7.326584
43.41127|7.929182
43.91157|6.921656
44.41966|7.50481
44.92786|10.83482
45.4362|12.90026
45.93929|13.94762
46.44467|16.27994
46.95288|18.87632
47.45291|20.76622
47.96138|23.23632
48.46951|22.98551
48.96957|20.689
49.47779|10.09689
49.98634|7.354401
50.48639|10.36134
50.99453|12.86125
51.49574|11.43353
52.00292|8.401039
